group_id,gene_id,ACR-139-TP1,ACR-139-TP2,ACR-139-TP3,ACR-139-TP4,ACR-145-TP1,ACR-145-TP2,ACR-145-TP3,ACR-145-TP4,ACR-150-TP1,ACR-150-TP2,ACR-150-TP3,ACR-150-TP4,ACR-173-TP1,ACR-173-TP2,ACR-173-TP3,ACR-173-TP4,ACR-186-TP1,ACR-186-TP2,ACR-186-TP3,ACR-186-TP4,ACR-225-TP1,ACR-225-TP2,ACR-225-TP3,ACR-225-TP4,ACR-229-TP1,ACR-229-TP2,ACR-229-TP3,ACR-229-TP4,ACR-237-TP1,ACR-237-TP2,ACR-237-TP3,ACR-237-TP4,ACR-244-TP1,ACR-244-TP2,ACR-244-TP3,ACR-244-TP4,ACR-265-TP1,ACR-265-TP2,ACR-265-TP3,ACR-265-TP4
OG_10681,FUN_004871,634,511,789,301,1343,137,167,217,83,172,784,863,836,819,576,275,0,249,19,177,1522,182,227,248,1851,117,709,227,898,173,172,371,577,176,531,104,1683,259,555,98
OG_01223,FUN_004905,290,323,88,181,320,205,41,103,20,93,323,263,106,461,94,79,0,152,29,127,98,192,142,74,413,233,234,131,119,130,409,74,56,114,277,0,74,195,205,94
OG_01277,FUN_005057,745,567,178,211,112,717,72,59,116,855,773,580,120,996,138,87,40,631,52,125,63,591,555,81,282,275,392,154,131,376,1216,57,16,327,777,49,45,187,202,52
OG_01312,FUN_005175,1234,1683,226,1006,287,477,60,103,58,128,939,1322,184,1033,150,45,153,892,185,977,316,218,129,86,997,125,439,316,401,105,712,146,340,459,1428,431,223,183,619,71
OG_01317,FUN_005182,1960,1939,836,1566,509,994,285,382,162,1442,1815,825,366,1654,553,265,249,847,339,1953,355,1002,1840,185,1176,1389,1675,203,241,1099,2024,524,211,1882,2833,143,225,1238,909,121
OG_01353,FUN_005265,96,185,73,86,235,99,150,43,109,199,147,372,73,134,197,111,17,250,49,163,149,200,157,97,222,153,82,65,146,101,237,92,43,112,152,24,88,167,145,74
OG_14012,FUN_005266,1387,1341,3428,4667,1811,1055,952,1261,1016,1802,1148,2046,1457,1056,1087,769,706,733,648,4444,2124,999,2385,1958,2181,732,1352,355,1918,1226,1216,1528,1166,1607,1733,926,3182,2060,1481,857
OG_01354,FUN_005267,1094,951,1557,3556,1032,1101,775,873,477,1479,335,2323,1199,1774,1291,951,205,2082,504,4587,1141,2105,1992,1404,2774,2541,1947,399,1431,1644,1191,880,462,1162,1317,563,1464,1963,1527,664
OG_01384,FUN_005352,137,128,57,79,41,76,42,0,87,128,88,27,86,194,36,17,4,43,13,48,21,60,66,29,43,73,67,0,0,24,117,21,0,69,119,0,4,93,111,46
OG_10350,FUN_000209,120,160,31,108,128,113,114,129,56,513,61,79,140,230,82,159,0,0,0,3,208,62,65,65,290,213,150,92,128,128,89,136,109,233,58,108,289,372,258,310
OG_00030,FUN_000236,103,261,116,91,192,110,37,153,18,112,151,255,25,130,80,32,31,141,87,177,152,109,224,61,426,135,226,99,202,123,268,93,92,150,227,82,23,129,184,81
OG_10355,FUN_000274,37,17,121,30,169,25,30,12,32,3,60,80,69,0,52,54,32,14,20,8,58,0,10,36,40,0,31,11,73,10,29,76,44,10,24,62,340,15,42,58
OG_13792,FUN_000274,37,17,121,30,169,25,30,12,32,3,60,80,69,0,52,54,32,14,20,8,58,0,10,36,40,0,31,11,73,10,29,76,44,10,24,62,340,15,42,58
OG_10367,FUN_000341,212,151,81,121,146,187,114,172,136,382,185,111,80,321,195,164,106,170,83,329,15,148,141,24,69,186,105,0,109,220,265,50,20,284,361,50,78,266,213,143
OG_00176,FUN_000867,18,17,2,19,0,38,28,35,30,30,24,61,14,10,45,52,0,11,0,24,11,13,6,9,21,25,6,9,6,12,24,0,0,27,25,0,29,59,4,8
OG_00171,FUN_000857,2235,2610,1769,1822,1073,2699,1427,1156,749,2893,2768,2083,800,1951,1781,701,444,2770,1101,1775,676,4588,2442,550,1234,3016,2131,571,1142,1899,3355,1110,590,2389,2317,879,635,2414,1599,791
OG_00246,FUN_001009,560,609,422,848,338,537,176,287,248,484,1226,1704,435,429,307,197,72,250,191,447,294,230,600,540,649,462,499,76,330,357,1663,333,452,581,1345,193,349,209,425,169
OG_00297,FUN_001088,17,90,29,93,92,89,57,108,136,67,28,163,121,87,151,132,46,28,39,87,177,43,66,84,111,56,54,311,113,30,25,182,131,42,41,62,136,50,18,91
OG_00298,FUN_001089,20,19,0,60,12,5,0,46,0,23,22,46,14,20,70,0,0,31,0,43,0,5,20,0,17,20,15,0,0,0,7,15,0,0,15,0,0,45,8,0
OG_00305,FUN_001107,274,647,547,412,198,176,186,192,197,371,327,215,166,313,356,177,35,363,209,176,163,288,414,139,219,102,201,78,127,151,364,74,97,295,452,77,213,425,281,324
OG_00302,FUN_001101,5,11,0,11,0,0,0,0,0,23,16,9,0,6,17,0,0,0,0,20,0,15,0,0,11,12,0,0,0,0,0,0,0,0,9,0,0,26,6,0
OG_00314,FUN_001118,3223,4834,4271,5666,3739,6146,7608,2366,6575,13340,8284,4433,6344,4573,8869,5729,6045,8844,7798,6383,3182,1176,9403,6402,5391,7059,10796,15164,4661,8591,9889,20378,2896,3701,8280,8294,5842,5171,10039,11537
OG_00355,FUN_001185,1064,544,275,515,103,201,39,181,243,316,495,261,121,559,91,99,259,390,24,607,43,379,569,75,329,212,258,87,152,298,640,108,57,635,698,27,56,268,196,176
OG_00378,FUN_001225,60,34,16,32,0,10,18,20,0,24,33,85,18,36,105,10,0,35,17,79,28,33,9,15,52,64,10,0,15,17,17,19,3,41,33,0,0,94,14,15
OG_00430,FUN_001338,916,485,329,1109,519,197,86,416,111,337,215,824,215,751,231,223,28,143,92,988,134,180,237,126,469,273,214,0,157,175,411,104,59,133,258,15,167,200,135,44
OG_00460,FUN_001392,66,220,9,43,17,80,101,77,0,389,165,341,33,253,111,13,0,95,15,172,48,67,113,0,43,97,49,0,19,62,124,23,5,73,183,0,0,133,71,0
OG_00466,FUN_001402,707,836,627,615,545,684,412,486,534,1638,1108,847,305,511,376,384,547,726,161,444,240,302,534,269,691,407,650,364,491,467,1208,548,250,510,932,241,242,766,688,628
OG_10450,FUN_001498,313,366,2834,1031,683,225,783,383,23,806,1111,315,475,481,1253,714,120,247,755,1293,653,1492,4353,1242,1074,986,1140,113,446,1212,1107,1047,663,1115,1420,644,381,1925,1980,848
OG_00510,FUN_001497,3265,3489,7953,6988,6754,4891,7154,4218,4879,7642,6358,9517,10577,8129,12768,11311,1930,4578,7624,10172,4006,2208,6625,3868,9133,6021,6313,4067,8185,8022,7131,19087,6940,9279,7569,20465,11974,12097,14123,25743
OG_00514,FUN_001507,21,68,46,47,17,32,22,0,0,48,111,43,1,51,50,0,0,43,26,35,37,48,28,14,52,96,94,0,4,31,78,19,9,59,75,0,0,62,42,0
OG_00572,FUN_001631,1059,1351,813,813,998,818,1072,1351,567,1321,1441,1930,951,813,1162,1087,650,1188,680,1733,1342,1096,1472,645,1808,1297,1235,484,1607,1147,1285,1354,687,675,1088,297,1429,1623,1534,1575
OG_10472,FUN_001808,10,0,105,93,16,0,0,0,0,5,0,3,15,18,0,9,0,0,0,0,0,8,0,0,0,0,3,0,5,0,0,0,4,0,11,0,0,0,16,0
OG_13877,FUN_001809,8,0,64,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OG_13882,FUN_001850,115,73,41,96,127,78,27,344,98,302,82,310,110,152,28,40,0,24,13,103,21,19,21,18,105,58,51,0,94,95,59,25,15,57,67,15,53,120,135,84
OG_00632,FUN_001855,51,7,10,25,104,10,0,0,112,16,42,84,2,31,27,78,0,20,0,26,33,9,11,0,64,13,30,0,49,7,30,24,9,12,15,8,208,15,7,48
OG_10475,FUN_001884,9,4,16,10,38,20,11,0,172,13,28,68,31,28,0,13,0,0,0,0,235,0,10,69,91,17,8,58,123,33,12,113,48,13,6,54,35,8,6,27
OG_00643,FUN_001887,77,74,336,204,1824,63,200,35,364,36,338,650,230,68,151,278,461,28,28,125,1238,56,74,587,382,38,446,1121,697,44,126,828,715,49,221,577,2235,45,152,372
OG_13886,FUN_001921,34,21,67,114,202,11,0,0,80,5,52,97,107,113,171,115,124,122,12,36,61,10,27,288,137,13,86,48,88,0,23,54,38,0,20,0,277,0,24,15
OG_10480,FUN_001932,126,39,315,264,1512,67,63,4,333,28,247,282,237,96,207,151,305,104,21,72,435,26,44,555,299,14,143,126,357,20,76,118,255,35,167,109,2531,0,163,196
OG_01414,FUN_005720,42,28,0,26,23,24,56,37,0,85,39,111,34,35,57,19,0,6,2,41,20,21,36,7,19,63,28,0,0,36,29,44,7,21,33,11,0,101,42,0
OG_14037,FUN_005906,871,513,157,509,136,561,68,187,49,574,524,202,97,677,77,113,40,233,80,580,69,552,760,80,321,412,450,107,56,473,751,73,24,1055,872,53,29,166,270,135
OG_14038,FUN_005907,1026,1084,630,818,258,751,267,213,98,1569,1025,425,215,951,354,164,181,564,142,525,152,526,1323,161,464,993,1044,80,108,492,1154,312,63,935,1260,101,40,751,608,280
OG_01452,FUN_005908,2463,2365,978,1587,522,1167,422,343,402,1613,1951,1177,461,1910,342,256,452,1380,406,1266,315,1053,1552,389,938,1189,1692,566,311,922,2394,339,225,1548,2495,298,525,877,856,341
OG_01475,FUN_006038,1013,1363,669,357,180,631,408,177,121,594,1569,168,225,1033,371,201,69,323,198,399,367,284,1510,200,1539,319,1100,66,102,591,1520,516,181,1104,2291,153,36,562,1515,189
OG_10759,FUN_006140,0,0,27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
OG_10758,FUN_006135,18,0,641,19,76,23,71,178,0,63,49,24,14,0,0,0,0,47,89,492,0,0,0,0,35,28,58,0,15,33,44,0,0,44,56,9,20,384,149,35
OG_01486,FUN_006162,3433,1655,1186,5593,6061,2380,961,787,2911,3810,579,6825,1115,4287,539,1596,610,2647,267,7708,1318,1569,652,4457,6533,520,466,496,2589,635,1844,1199,789,961,1044,907,3030,503,2251,2427
OG_01489,FUN_006165,1951,1526,1064,1292,870,660,429,506,317,776,1967,1642,408,1370,798,311,65,579,332,1315,844,462,1680,487,1464,881,1843,252,694,648,1758,719,498,1116,2391,454,590,811,1085,369
OG_01568,FUN_006563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OG_14066,FUN_006473,80,108,55,57,147,168,112,80,106,178,297,227,58,63,37,23,72,306,162,208,54,107,177,33,383,364,446,227,262,236,281,250,58,119,153,44,99,236,179,155
OG_01579,FUN_006613,32,42,15,9,10,23,0,0,10,40,30,31,10,41,0,0,0,21,0,12,0,19,49,20,14,27,22,0,4,24,37,0,0,53,54,0,0,23,17,0
OG_01608,FUN_006652,586,1169,805,698,525,505,331,499,208,317,1158,670,151,657,568,264,188,410,225,704,483,463,1200,239,1006,580,1086,154,499,579,983,482,368,737,1500,278,319,454,711,296
OG_01611,FUN_006656,271,410,461,714,194,373,134,133,55,400,546,148,121,478,475,89,212,243,146,370,294,168,842,157,669,426,718,49,80,365,521,197,233,431,740,91,71,432,257,126
OG_01630,FUN_006744,2718,2138,1944,2476,1229,1449,328,829,500,1404,1866,973,520,2413,929,412,361,659,323,2724,472,1092,2205,287,1361,1204,2185,288,420,911,2331,420,241,1853,2419,185,343,1418,1177,189
OG_10811,FUN_006888,77,48,40,33,30,25,0,47,0,33,33,22,17,50,21,0,4,11,5,16,19,34,28,12,72,46,21,0,21,26,27,25,9,89,44,0,0,44,23,0
OG_10812,FUN_006894,309,218,26,47,63,85,38,142,27,223,352,317,0,138,0,20,0,128,12,94,0,155,319,33,19,113,160,0,60,133,317,79,0,8,83,0,24,204,327,40
OG_10814,FUN_006912,0,0,0,0,11,0,13,35,0,164,44,28,1,44,0,3,0,30,0,21,0,0,0,0,0,0,0,0,0,0,6,0,0,5,31,6,0,274,196,29
OG_10815,FUN_006915,0,0,0,0,30,11,61,100,0,337,73,41,22,84,0,8,0,68,24,56,0,0,0,0,0,0,0,0,0,10,15,0,0,22,47,31,0,576,333,70
OG_10818,FUN_006930,328,215,299,212,1327,88,56,64,140,101,225,568,127,128,114,162,276,54,48,88,462,128,138,124,412,107,254,236,251,53,143,94,228,73,200,128,2148,149,318,312
OG_01724,FUN_007013,697,1042,851,553,1180,710,385,269,160,1022,1034,1168,241,1047,533,177,214,810,343,639,372,683,525,256,1064,661,766,149,417,525,1430,272,209,601,976,101,283,721,600,343
OG_01727,FUN_007019,80,73,126,81,183,117,142,211,40,98,156,124,114,194,183,47,0,101,110,73,192,158,170,147,243,125,173,67,182,131,158,141,107,356,186,124,204,260,195,71
OG_14094,FUN_007068,546,737,460,575,341,236,145,206,165,637,588,693,139,466,420,90,231,683,149,550,228,270,642,138,635,338,785,125,186,251,712,157,115,408,506,153,176,371,312,256
OG_01747,FUN_007073,23,49,120,111,293,45,70,52,53,35,11,121,69,56,46,102,98,29,29,64,48,29,56,60,186,81,124,83,149,19,71,23,69,52,12,34,106,43,39,78
OG_01748,FUN_007075,24,52,0,53,13,7,0,12,0,112,23,58,10,77,25,7,0,36,0,48,12,10,25,0,33,60,47,0,3,51,14,0,0,34,36,0,0,29,18,0
OG_01753,FUN_007094,0,0,13,0,0,0,9,0,0,0,0,0,0,6,0,18,0,0,0,6,15,1,2,0,36,31,30,0,0,0,7,26,17,2,29,0,0,0,7,10
OG_01758,FUN_007101,70,47,145,123,672,46,33,41,95,40,212,308,39,61,74,50,0,11,0,7,408,25,126,106,170,22,92,124,259,88,136,150,108,134,200,107,820,59,68,140
OG_01781,FUN_007154,402,705,567,225,339,180,211,125,141,283,269,255,108,300,250,136,124,446,178,274,266,100,373,147,662,458,466,146,192,213,613,240,149,261,498,85,165,243,183,89
OG_10838,FUN_007178,22,30,34,0,30,7,13,10,0,12,26,9,12,15,34,8,0,11,19,32,41,30,35,14,41,19,24,27,7,0,7,0,21,38,32,4,35,18,24,4
OG_14100,FUN_007651,0,0,0,0,25,0,0,0,0,0,19,8,14,3,9,7,0,0,0,10,57,12,16,39,21,0,3,0,0,0,0,8,14,6,16,8,0,0,0,0
OG_01981,FUN_008088,1240,2245,1054,1637,912,577,414,409,589,676,1109,3542,333,1537,981,1384,109,1103,308,1285,541,376,420,355,1993,653,1129,594,2059,631,1001,687,1183,726,1421,442,570,513,1085,1035
OG_01999,FUN_008110,109,294,79,89,78,87,85,55,117,149,166,129,102,200,286,147,16,93,25,101,36,141,193,33,260,144,144,70,22,147,199,71,70,220,293,28,22,50,154,58
OG_02000,FUN_008111,152,210,27,137,94,423,0,44,118,139,127,94,187,396,72,90,0,87,39,216,172,209,83,36,210,116,107,0,34,178,146,73,7,531,283,40,0,72,95,60
OG_10907,FUN_008089,17,0,0,6,0,9,0,6,29,52,0,0,7,29,0,0,0,5,0,3,0,0,20,0,20,5,0,16,0,0,0,1,0,13,0,0,0,0,0,0
OG_02012,FUN_008185,606,490,101,719,45,519,30,36,36,495,59,353,21,494,102,87,6,406,20,380,33,191,283,29,217,223,317,69,13,298,493,44,11,235,331,0,10,112,97,38
OG_02070,FUN_008285,102,86,163,459,457,9,66,213,0,26,43,82,15,34,20,4,89,18,62,261,0,4,8,0,27,2,23,0,74,12,50,44,4,0,7,5,182,112,112,132
OG_14140,FUN_008320,12,0,2,2,10,0,0,0,0,14,18,0,25,0,0,2,0,0,0,0,0,16,3,0,0,0,3,0,0,9,12,0,0,21,65,0,0,7,18,0
OG_02088,FUN_008314,11783,13768,23235,17435,48522,4525,14907,6850,20270,10259,14243,26040,15627,7681,18849,14210,7027,12794,13477,18960,32757,6981,11019,24538,41196,9313,16990,36985,44560,4764,14063,29543,25021,7647,23402,27239,50909,11737,15890,29812
OG_02090,FUN_008328,1828,893,757,962,285,588,374,385,135,501,834,402,456,704,651,219,276,344,232,1178,259,1252,1036,399,597,331,591,76,195,1065,791,399,327,1988,1761,266,179,549,361,148
OG_02102,FUN_008381,93,122,125,93,162,61,81,55,128,69,202,239,67,106,186,158,122,121,64,141,130,92,188,123,253,127,179,126,198,164,164,254,150,169,226,72,63,88,101,118
OG_02124,FUN_008418,5184,9494,6554,5218,2935,5743,3849,2546,2613,7514,10024,6210,3389,5321,8311,2494,2295,9596,3432,5567,2115,6486,11516,1929,5563,8643,9457,2366,3127,4948,12347,3779,1841,5289,10712,1594,1632,6024,6523,3109
OG_02148,FUN_008456,581,460,432,305,239,184,253,206,79,85,439,337,168,412,211,136,0,239,43,162,243,329,239,83,546,261,370,72,221,265,240,79,57,195,323,52,401,125,218,69
OG_10937,FUN_008465,47,78,9,45,46,118,88,116,9,584,69,14,49,207,61,23,0,151,30,136,78,96,25,20,73,177,28,0,30,110,108,11,17,133,149,11,34,193,88,28
OG_02149,FUN_008469,68,51,18,51,40,46,29,63,23,41,29,87,28,62,54,30,33,42,5,28,131,42,33,83,44,6,10,0,52,80,44,45,94,72,58,26,38,63,96,66
OG_10936,FUN_008461,167,132,113,93,61,106,38,19,54,168,141,106,174,292,372,100,0,20,42,64,152,129,175,53,237,239,183,39,89,138,148,98,23,243,167,43,23,49,41,32
OG_02146,FUN_008453,634,677,1161,927,1322,345,903,695,353,384,592,714,577,319,737,727,234,304,556,964,1627,276,1297,890,1558,437,931,389,986,329,559,1224,884,369,678,717,1003,495,991,958
OG_10938,FUN_008474,272,140,111,72,134,40,4,16,26,67,204,137,57,81,19,27,7,31,25,69,371,38,37,68,280,26,111,36,157,32,53,43,60,67,79,22,109,66,75,31
OG_02163,FUN_008499,239,140,130,109,819,58,490,723,84,405,159,459,537,1255,939,236,0,87,21,201,690,1313,1150,582,1907,899,1195,733,310,121,119,70,727,2183,1867,529,656,795,869,454
OG_02176,FUN_008525,424,593,425,405,253,138,85,97,70,229,244,285,128,563,157,70,89,198,165,173,37,165,179,49,175,177,253,19,70,337,379,83,46,361,329,11,151,133,160,21
OG_02186,FUN_008540,34,103,4,56,54,105,124,66,42,300,31,7,66,323,633,93,0,27,41,492,13,141,147,9,15,84,12,0,6,33,31,0,30,46,76,0,0,27,37,13
OG_02184,FUN_008537,1244,1766,1086,2175,1079,710,797,1001,1142,1354,1492,1977,887,1037,768,807,488,1102,533,2035,864,674,1643,536,2127,850,1609,687,1328,790,1582,1135,843,1077,1925,605,583,1129,1263,1262
OG_02190,FUN_008544,2354,3735,5968,1733,1795,1541,2396,748,932,2550,7261,3057,1245,2920,4096,1273,1115,2312,2368,2489,953,1391,8176,2445,2653,1683,6197,2155,1688,1953,6950,3340,961,2366,8290,1591,907,1432,4348,2638
OG_02219,FUN_008614,635,512,488,958,520,428,344,631,803,410,569,544,472,476,582,408,232,411,216,684,437,628,825,424,852,431,549,325,488,505,515,500,247,520,638,215,516,569,454,381
OG_02220,FUN_008615,1296,1169,611,762,678,558,235,332,49,787,967,639,326,1168,431,248,326,359,178,777,365,474,993,245,999,670,1027,278,262,434,1221,252,169,918,1427,179,380,448,599,253
OG_02260,FUN_008707,1322,1145,405,400,741,317,305,288,670,479,425,217,263,424,278,302,416,292,90,120,461,373,232,437,365,265,449,1831,501,183,566,596,367,292,499,535,1602,267,236,1036
OG_14156,FUN_008708,92,59,13,13,0,17,0,0,0,11,7,4,0,15,0,0,0,4,0,0,0,8,0,1,4,2,2,0,0,0,15,0,0,7,18,0,0,1,5,0
OG_14158,FUN_008719,59,108,58,41,13,90,58,15,21,180,106,157,18,63,90,4,47,146,178,252,155,414,398,146,95,133,99,5,66,99,193,147,11,109,134,29,57,107,112,26
OG_02316,FUN_008907,2042,1865,1592,4507,1867,1451,547,869,1766,1605,1032,2252,981,2278,1266,1354,516,901,620,4153,1041,965,2683,1369,2944,1475,1443,455,1018,1034,1519,861,734,2116,1661,484,509,955,954,848
OG_02317,FUN_008908,8180,13032,8132,5610,6412,6783,3324,3503,12127,11828,6298,3444,5668,9478,9291,5481,7077,5777,2460,5855,2979,2646,10358,2551,8169,7817,7787,1806,1871,4457,9012,4115,3813,6378,9505,1155,894,4216,3906,4245
OG_02358,FUN_008961,358,668,150,362,463,258,161,180,635,433,464,490,527,556,347,351,352,239,42,379,599,66,155,360,472,208,276,760,368,107,289,373,245,158,340,166,1074,184,246,224
OG_10988,FUN_008998,2765,2564,1285,5397,1870,2184,2284,1896,1190,6379,4070,2665,2319,2936,3100,1613,214,947,1104,3446,3912,1797,5586,3203,6164,3117,4482,587,936,2423,3419,4607,2033,3304,4601,1426,3156,4495,4283,3185
OG_02408,FUN_009228,0,0,0,0,406,227,357,509,79,502,569,191,80,608,82,61,0,0,0,0,36,50,21,0,270,104,232,0,175,427,467,109,0,0,0,0,522,558,584,107
OG_11017,FUN_009387,16,16,23,5,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,12,6,0,28,18,25,0,4,0,0,42,0,0,0,0,0,0,10,0
OG_11019,FUN_009407,20,80,15,12,27,8,0,15,0,15,29,51,50,42,36,23,0,31,0,24,16,23,21,0,37,13,27,0,41,31,23,4,29,27,57,23,7,16,43,0
OG_14180,FUN_009432,0,0,2,0,0,0,0,0,0,7,0,0,24,0,0,0,0,0,0,0,10,4,8,4,0,0,8,0,0,0,0,0,0,0,0,0,35,0,9,0
OG_02439,FUN_009459,132,858,23,88,26,53,0,0,0,37,871,466,156,277,400,33,0,110,13,37,74,78,105,71,43,20,19,0,289,138,416,54,18,43,197,0,9,25,20,29
OG_11038,FUN_009692,81,117,52,146,11,44,0,12,28,12,72,127,188,514,123,68,108,202,79,197,17,35,58,9,16,46,63,0,121,80,94,66,64,478,512,49,0,7,56,49
OG_14189,FUN_009861,120,249,34,69,190,121,13,18,45,99,193,172,24,100,50,19,0,64,25,59,47,19,54,35,86,95,128,40,19,78,348,80,29,73,191,53,26,40,110,42
OG_11074,FUN_010559,1047,764,311,658,78,51,19,8,37,87,273,145,368,1081,431,227,16,101,25,63,40,58,181,23,494,508,560,205,47,123,191,53,19,107,237,59,33,104,71,51
OG_14206,FUN_010569,26,38,23,7,0,13,0,11,0,13,0,9,0,14,4,11,0,5,0,10,75,20,5,5,60,10,0,0,0,0,13,61,14,13,37,8,0,9,27,25
